data,descricao,valor,tags,subcategoria,categoria
,Tiexamesprodutos (07/12),123.8,conhecimento,EDUCAÇÃO,Educação
,Tiexamesprodutos (08/12),123.8,conhecimento,EDUCAÇÃO,Educação
,Tiexamesprodutos (09/12),123.8,conhecimento,EDUCAÇÃO,Educação
,Tiexamesprodutos (10/12),123.8,conhecimento,EDUCAÇÃO,Educação
,Tiexamesprodutos (11/12),123.8,conhecimento,EDUCAÇÃO,Educação
,Tiexamesprodutos (12/12),123.8,conhecimento,EDUCAÇÃO,Educação
,Tiexamesprodutos 01/12,123.8,conhecimento,EDUCAÇÃO,Educação
,Tiexamesprodutos 02/12,123.8,conhecimento,EDUCAÇÃO,Educação
,Tiexamesprodutos 03/12,123.8,conhecimento,EDUCAÇÃO,Educação
,Tio antônio roçar frente do terreno,60.0,conforto,HABITAÇÃO,Moradia
,Tiuze Mini Mercado,13.53,custos fixos,ALIMENTAÇÃO,Alimentação
,Toka Dos Lanches,12.0,prazeres,RESTAURANTE: LANCHE,Lazer
,Toka Dos Lanches,26.0,prazeres,RESTAURANTE: LANCHE,Lazer
,Toka Dos Lanches,24.0,prazeres,RESTAURANTE: LANCHE,Lazer
,Toka Dos Lanches,32.0,prazeres,RESTAURANTE: LANCHE,Lazer
,Toka Dos Lanches,36.0,prazeres,RESTAURANTE: LANCHE,Lazer
,Toka Dos Lanches,49.0,prazeres,RESTAURANTE: LANCHE,Lazer
,Toka Dos Lanches,69.0,prazeres,RESTAURANTE: LANCHE,Lazer
,Totalpass,119.9,custos fixos,SAUDE: ASSINATURA,Saúde
,Totalpass,240.0,custos fixos,SAUDE: ASSINATURA,Saúde
,Transferência DISTRIBUIDORA F L M J A EIRELI,130.35,categorizar,DESCONHECIDO,Outros
,Transferência ODAIR,200.0,categorizar,DESCONHECIDO,Outros
,UBER,200.0,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,6.4,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,10.91,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,96.99,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,29.97,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,5.25,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,14.58,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,5.59,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,10.88,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,7.93,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,2.13,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,6.25,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,5.4,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,5.95,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,6.31,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,9.91,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,24.92,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,6.75,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,6.36,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,28.95,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,6.04,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,7.5,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,6.46,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,23.97,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,5.53,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,5.86,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,17.99,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,57.66,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,28.14,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,4.8,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,5.57,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,6.41,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,6.42,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,6.48,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,6.53,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,6.93,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,16.94,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,12.98,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,10.98,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,8.97,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,8.98,conforto,TRANSPORTE: UBER,Transporte
,Uber *Uber *Trip,14.97,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip,4.89,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip,5.85,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip,24.95,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip,20.51,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip,6.71,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip,9.97,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip,9.98,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip,7.42,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip,12.94,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip,19.02,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip,23.3,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip,14.88,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip,13.96,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip,8.2,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip,5.25,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip1,18.93,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip10,11.32,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip11,25.98,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip12,6.74,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip13,25.95,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip14,13.97,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip15,11.97,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip16,11.53,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip17,39.07,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip18,31.93,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip19,26.98,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip2,22.49,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip20,14.5,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip21,10.06,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip22,17.95,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip23,5.25,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip24,13.96,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip3,5.86,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip4,9.96,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip5,12.93,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip6,11.04,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip7,5.57,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip8,11.06,conforto,TRANSPORTE: UBER,Transporte
,Uber *uber *trip9,10.9,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *Trip Help.U,5.51,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *Trip Help.U,11.53,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *Trip Help.U,10.94,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *Trip Help.U,6.17,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *Trip Help.U,15.9,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help,5.76,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help,12.91,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help,4.36,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,8.56,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,21.1,conforto,TRANSPORTE,Transporte
,Uber Uber *trip Help.u,6.13,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,6.09,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,4.92,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,10.96,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,11.95,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,6.3,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,8.93,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,21.77,prazeres,VIAGEM,Lazer
,Uber Uber *trip Help.u,14.91,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,9.92,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,16.95,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,17.93,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,10.91,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,28.04,prazeres,VIAGEM,Lazer
,Uber Uber *trip Help.u,8.94,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,8.91,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,8.96,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,6.91,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,12.93,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,6.27,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,5.43,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,42.45,conhecimento,EDUCAÇÃO,Educação
,Uber Uber *trip Help.u,20.94,conforto,TRANSPORTE,Transporte
,Uber Uber *trip Help.u,28.96,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,28.93,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,22.26,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,12.96,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,5.68,conforto,TRANSPORTE: UBER,Transporte
,Uber Uber *trip Help.u,13.95,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,8.98,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,10.97,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,16.06,prazeres,VIAGEM,Lazer
,Uber* Trip,25.92,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,15.21,prazeres,VIAGEM,Lazer
,Uber* Trip,6.32,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,4.23,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,12.05,prazeres,VIAGEM,Lazer
,Uber* Trip,19.37,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,9.93,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,8.96,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,8.91,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,13.94,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,5.15,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,5.27,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,5.47,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,5.92,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,6.14,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,29.98,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,16.92,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,21.38,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,30.31,conhecimento,EDUCAÇÃO,Educação
,Uber* Trip,9.98,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,8.99,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,9.92,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,5.83,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,7.73,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,5.01,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,25.91,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,7.44,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,7.1,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,6.35,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,6.11,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,5.85,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,24.79,conforto,TRANSPORTE,Transporte
,Uber* Trip,18.4,conforto,TRANSPORTE,Transporte
,Uber* Trip,7.18,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,11.92,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,10.93,conforto,TRANSPORTE: UBER,Transporte
,Uber* Trip,12.95,conforto,TRANSPORTE: UBER,Transporte
,Udemy Subscription,32.0,conhecimento,EDUCAÇÃO,Educação
,Udemy Subscription,63.24,conhecimento,EDUCAÇÃO,Educação
,Udemy Subscription,63.39,conhecimento,EDUCAÇÃO,Educação
,Unha,110.0,conforto,ESTÉTICA,Moradia
,Unha,100.0,conforto,ESTÉTICA,Moradia
,Unha,120.0,conforto,ESTÉTICA,Moradia
,Urbia Gestao De Parque,5.0,prazeres,VIAGEM,Lazer
,Urbia Gestao De Parque,42.0,prazeres,VIAGEM,Lazer
,VANESSAANDRADE,43.48,categorizar,DESCONHECIDO,Outros
,VERONICA ANDRADE,110.0,prazeres,LAZER,Lazer
,Varejao Hortfruit,119.89,custos fixos,ALIMENTAÇÃO,Alimentação
,Verdanna Grill,309.32,prazeres,RESTAURANTE,Lazer
,Vo  Alzira Marica,34.0,prazeres,PRESENTES,Lazer
,Www.make.com,65.43,conforto,FERRAMENTAS,Moradia
,Www.make.com,63.54,custos fixos,FERRAMENTAS,Moradia
,Www.perplexity.ai,18.0,conforto,FERRAMENTAS,Moradia
,Www/contabo-com,35.37,conforto,FERRAMENTAS,Moradia
,Www/contabo/com,33.11,conforto,FERRAMENTAS,Moradia
,Www_contabo_com,85.38,conforto,FERRAMENTAS,Moradia
,Yamadabazare,28.8,categorizar,DESCONHECIDO,Outros
,Youtube,18.69,prazeres,LAZER,Lazer
,Zp*53.383.855 Angelo A,500.0,prazeres,SAUDE: CONSULTAS,Saúde
,Zp*Isabela de Alcantar,25.0,categorizar,DESCONHECIDO,Outros
,Zp*isabela De Alcantar,25.0,categorizar,DESCONHECIDO,Outros
,Água,18.0,custos fixos,ALIMENTAÇÃO,Alimentação
,Água,39.0,custos fixos,ALIMENTAÇÃO,Alimentação
